de	0
la	0.00305343748689025
à	0.0436206224758904
un	0.0959201218787392
des	0.165392494693507
en	0.168996102196805
et	0.202026627873287
une	0.213283782397921
pour	0.26756066925236
au	0.291755397839417
dans	0.299952165043595
sur	0.35059589786235
les	0.520014049820397
est	0.561904991529557
par	0.572657783305819
son	0.657215171333882
il	0.711609243399681
s	0.749588491464897
du	0.789067302438685
se	0.830168978124237
d	0.85137118577484
a	0.85137118577484
le	0.873032682556019
aux	0.873032682556019
après	0.873032682556019
ont	0.964699871081843
que	1.02232898391848
contre	1.03083967358639
l	1.03942341727778
qui	1.04808148002089
les	1.0656257896718
bush	1.0656257896718
avec	1.0656257896718
pas	1.07451473708905
l	1.12018477392224
plus	1.12957451427208
le	1.15828462015451
français	1.19789375824955
ce	1.21830262988076
morts	1.2391367167836
du	1.2712250313351
fait	1.29320393805388
depuis	1.304377238652
ses	1.31567679390594
président	1.31567679390594
france	1.35036235189383
sa	1.36219680954083
pays	1.36219680954083
deux	1.39856445371171
sont	1.43630478169455
nouveau	1.47552549484783
ans	1.47552549484783
ne	1.48894851517997
premier	1.51634748936809
tf1	1.54451836633478
fr	1.55890710378688
être	1.58832098899318
nouvelle	1.58832098899318
ils	1.58832098899318
al	1.58832098899318
jeudi	1.60335886635772
n	1.61862633848851
attentat	1.66587922333905
lundi	1.68213974421083
trois	1.69866904616204
chirac	1.69866904616204
attentats	1.69866904616204
selon	1.73257059783772
qu	1.73257059783772
d	1.76766191764899
unis	1.78568042315167
monde	1.78568042315167
matin	1.78568042315167
mais	1.78568042315167
vendredi	1.80402956181987
ou	1.80402956181987
gouvernement	1.80402956181987
sans	1.82272169483202
procès	1.82272169483202
pape	1.82272169483202
mort	1.82272169483202
europe	1.84176988980272
saddam	1.86118797565982
etats	1.86118797565982
avait	1.86118797565982
qaïda	1.880990602956
britannique	1.90119331027352
blair	1.90119331027352
paris	1.92181259747625
israël	1.92181259747625
dimanche	1.92181259747625
mardi	1.94286600667409
fin	1.94286600667409
ministre	1.96437221189505
toujours	1.98635111861382
mercredi	1.98635111861382
irak	1.98635111861382
elle	1.98635111861382
samedi	2.00882397446588
vers	2.03181349269058
non	2.03181349269058
moins	2.03181349269058
retrait	2.05534399010078
leur	2.05534399010078
américain	2.05534399010078
victoire	2.07944154167984
sharon	2.07944154167984
ii	2.07944154167984
constitution	2.07944154167984
ue	2.10413415427021
était	2.10413415427021
jean	2.10413415427021
avoir	2.10413415427021
victimes	2.1294519622545
sous	2.1294519622545
première	2.1294519622545
face	2.1294519622545
avant	2.1294519622545
tué	2.15542744865776
tout	2.15542744865776
presse	2.15542744865776
nouvelles	2.15542744865776
guerre	2.15542744865776
000	2.15542744865776
soir	2.18209569573992
peut	2.18209569573992
l	2.18209569573992
crise	2.18209569573992
comme	2.18209569573992
bilan	2.18209569573992
y	2.20949466992803
veut	2.20949466992803
londres	2.23766554689473
gaza	2.23766554689473
d	2.23766554689473
sud	2.26665308376798
retour	2.26665308376798
plusieurs	2.26665308376798
personnes	2.26665308376798
cette	2.26665308376798
prison	2.29650604691766
hamas	2.29650604691766
terrorisme	2.32727770558442
été	2.32727770558442
séisme	2.32727770558442
paul	2.32727770558442
notre	2.32727770558442
notamment	2.32727770558442
dernier	2.32727770558442
anti	2.32727770558442
2	2.32727770558442
jours	2.359026403899
heures	2.359026403899
européens	2.359026403899
encore	2.359026403899
du	2.359026403899
chef	2.359026403899
blessés	2.359026403899
vidéo	2.39181622672199
sommet	2.39181622672199
qui	2.39181622672199
quatre	2.39181622672199
près	2.39181622672199
orléans	2.39181622672199
onu	2.39181622672199
on	2.39181622672199
iran	2.39181622672199
images	2.39181622672199
enquête	2.39181622672199
état	2.42571777839767
lors	2.42571777839767
fois	2.42571777839767
vous	2.46080909820894
l	2.46080909820894
israélien	2.46080909820894
d	2.46080909820894
comment	2.46080909820894
britanniques	2.46080909820894
alors	2.46080909820894
accident	2.46080909820894
tués	2.49717674237981
sécurité	2.49717674237981
police	2.49717674237981
point	2.49717674237981
new	2.49717674237981
katrina	2.49717674237981
européenne	2.49717674237981
ces	2.49717674237981
berlusconi	2.49717674237981
aurait	2.49717674237981
tête	2.53491707036266
musulmans	2.53491707036266
mois	2.53491707036266
hussein	2.53491707036266
crash	2.53491707036266
violences	2.57413778351594
vie	2.57413778351594
tsahal	2.57413778351594
opposition	2.57413778351594
nord	2.57413778351594
le	2.57413778351594
faire	2.57413778351594
etat	2.57413778351594
dont	2.57413778351594
autres	2.57413778351594
ancien	2.57413778351594
an	2.57413778351594
américaine	2.57413778351594
a	2.57413778351594
3	2.57413778351594
référendum	2.6149597780362
politique	2.6149597780362
même	2.6149597780362
lui	2.6149597780362
législatives	2.6149597780362
homme	2.6149597780362
devant	2.6149597780362
cyclone	2.6149597780362
c	2.6149597780362
évacuation	2.65751939245499
terroriste	2.65751939245499
été	2.65751939245499
soldats	2.65751939245499
si	2.65751939245499
passe	2.65751939245499
pakistan	2.65751939245499
paix	2.65751939245499
merkel	2.65751939245499
le	2.65751939245499
internationale	2.65751939245499
hariri	2.65751939245499
grande	2.65751939245499
dit	2.65751939245499
corps	2.65751939245499
